feature,mean_importance
project_id_ratio_summary_cluster,0.004030275869985412
summary_cluster_ratio_project_id,0.016883818461882805
summary_cluster_sum_project_id,0.03740903718198929
project_id_diff_summary_cluster,0.03821431404878879
project_id,0.10138998464553009
summary_cluster,0.11283566621831875
summary_cluster_multiply_project_id,0.11470633660834699
