feature,shap_importance
project_id,0.10067069
summary_cluster,0.09566838
summary_cluster_multiply_project_id,0.083612315
project_id_diff_summary_cluster,0.059148084
summary_cluster_sum_project_id,0.03427777
summary_cluster_ratio_project_id,0.026821187
project_id_ratio_summary_cluster,0.012177246
