feature,mean_importance
project_id_ratio_summary_cluster,0.003932241434234341
summary_cluster_sum_project_id,0.004079641780067145
summary_cluster_ratio_project_id,0.015957247234518013
summary_cluster,0.041039073070426646
project_id_diff_summary_cluster,0.06124240273233563
summary_cluster_multiply_project_id,0.06639822988873478
project_id,0.0956229644918016
