0,0.5823118269079166,
1,0.4900467230302367,
2,0.4865187485819885,
3,0.48421576914100994,
4,0.48320263677045794,
5,0.48612066555526506,
6,0.4867429973841075,
7,0.48358704719519063,
8,0.4815924929470699,
9,0.48067571664475955,
10,0.4828156053487031,
11,0.4806646492441516,
12,0.48160741784193023,
13,0.4811761164400656,
14,0.48403620633048255,
15,0.48286354671854,
16,0.4806449129607148,
17,0.4830332269372193,
18,0.4808082642666736,
19,0.48823996969543315,
20,0.4828657760091081,
21,0.4819946984516465,
22,0.48088684239468776,
23,0.4822559496805124,
24,0.48049007900845253,
25,0.48264594125229726,
26,0.48223224349061766,
27,0.48205716076362654,
28,0.48111146459904575,
29,0.48037656546393637,
30,0.4897944103292754,
31,0.482342596506993,
