name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,r2,-0.0033960370464343193,1.51
2_DecisionTree,Decision Tree,r2,-0.0687662886253455,14.48
3_Linear,Linear,r2,-0.034569303430296516,6.66
4_Default_Xgboost,Xgboost,r2,-0.01589323895520911,7.96
5_Default_NeuralNetwork,Neural Network,r2,-0.027208184459230234,2.07
6_Default_RandomForest,Random Forest,r2,-0.024995039088307802,3.83
Ensemble,Ensemble,r2,0.01339062531975066,0.55
